text,sentiment,original_text
jajah negeri,0,Dijajah oleh negeri sendiri!
undang undang konkret,1,Undang undang kan harus konkret.
polisi brutal paska demo kemarin tahan isi perut,0,Jelas polisi pun brutal paska demo kemarin.  Mereka mempertahankan isi perut mereka juga.
buruh anarkis tangkap polisi polisi anarkis tangkap,1,buruh anarkis di tangkap polisi..lah kalo polisi anarkis di tangkap siapa....??
allah dpr kuasa perintah laku zalim manusia lemah kuasa laku zalim allah engkau maha tahan maha perkasaaallahuakbarallahuakbarallahuakbar,1,Ya Allah mereka (DPR) telah menunjukan kekuasaanny sbg pemerintah dan telah berlaku Zalim kpd kami manusia yg lemah.. maka tunjukan lah kekuasaanMU kpd mereka yg berlaku Zalim Ya Allah..<br><br> engkau maha kuat lagi maha perkasaa.<br><br>Allahuakbar<br>Allahuakbar<br>Allahuakbar
muak lihat perintah sadar,0,Tiba2 jd muak lihat pemerintahan skrg....baru sadar sy
demo kriminal polisi kriminal cuman rakyat tindak adil demo aniaya,1,Sudah sama sama pendemo kriminal polisi jga kriminal jdi klu cmn rakyat yg ditindak ngak adil Krn ada pendemo jga yg di aniyaya
janji wakil polri tindak anggota tindak keras jurnalis mahasiswa lupa,0,Mana nih janjinya wakalpolri yg akan menindak tegas bagi anggotanya yg juga melakukan tindakan kekerasan bagi jurnalis dan mahasiswa? Apa sudah lupa?
klarifikasi lambat rakyat percaya rakyat lawan,1,Klarifikasi udah terlambat rakyat udah nggak percaya maka rakyat akan melawan
hoaks fraksi partai demokrat salah,0,Kalo emng benar HOAX berarti fraksi partai demokrat yg walkout itu salah dong pak !!!
teriak teriak tunggang gila mahasiswa turun jalan bilang tunggang sadar wakil alien bilang rakyat jengah,0,Mana yg triak triak di tunggangi ..gila ya mahasiswa smua sudah turuj di jalan .. masih kami di bilamg di tunggangi.. sadar lah wahai wakil alien ..saya g bilang rakyat udah jengah
anarkis tangkap polisi bejat brutal tangkap,0,Yang anarkis di tangkep. Itu polisi bejat yg brutal di tangkep kaga?
rakyat salah kasihan demo korban hoaks orang tua khawatir sepeda hancur luka mata perih hoaks kesah malam malam hoaks kah debat demokrat ma partai adil sejahtera ma dewan wakil rakyat kemarin hoaks,1,"Memang ya dari dulu itu rakyat kecil yang selalu disalahin 😶. Kasian mereka para pedemo yang katanya korban hoax, orang tua mereka pasti khawatir, sepeda hancur, luka semua, mata perih, karena <br><br><br><br>hoax :,-)<br>Dan kenapa ngesahin malem², itu hoax kah??!!! Dan debat demokrat ma pks itu ma dpr kemarin itu apa?!!! Itu hoax, whattt?!!!"
orde versi media bungkam aspirasi lakban kritik presiden masuk bui bilang makar undang undang selesai udah sahkan draf bilang pegang pdf,1,"Orba versi terbaru kan. Media di bungkam, aspirasi di lakban, kritik presiden masuk bui/ atau di bilang mau makar, bikin undang2 blm selesai udh di sahKan setiap di tanya draft nya mana slalu bilang GK tau siapa yg pegang emng pdf nya GK ada?"
brutal polis brutalmahasiswa brutalkalian media rating salah sudutkanmedia independen ah omong kosong munafik,1,Halah sama saja brutalnya.. <br>Polisis brutal<br>Mahasiswa nya juga brutal<br>Kalian media juga punya kepentingan demi rating pun salah satu pihak kalian sudutkan..<br>Media independen ah omong kosong.. sama saja munafiqnya
mahkamah agung respek kriminal keras laku institusi mahasiswa bayar pajak beli kopi minimal laksana wajib tuntut hak nyakok bela tindak keras kabar kondisi korban rawat rumah sakit copid kena kopid sekarat tendang kepala,0,"Bapak Mahkamah Agung yg terispek ada perbuatan kriminal kekerasan yg dilakukan institusi, mahasiswa itu pembayar pajak terbesar dari pembelian kopi minimal nya sudah melaksanakan kewajiban nya dan sekarang mereka menuntut hak nya<br>Kok malah yg dibela yg melakukan tindakan kekerasan, kabarkan kondisi para korban yg dirawat di RS copid beneran kena kopid apa sekarat ditendang kepala nya"
jual kalimat hoaks radikal ban fakta valid bilang kadrun anti pemerintahsusah urus manusia primitif,0,"dari dulu jualan kalimat hoax,radikal. dibantah dengan fakta valid dibilang pengikut kadrun anti pemerintah.<br>susah emang berurusan dengan manusia primitif."
omong siar pers gilir rakyat kabur pimpin minimal daerah unjuk rakyat gilir rakyat kabur kabur,1,"Ngomong di siaran pers.. giliran rakyat minta penjelasan malah kabur.. pemimpin macam apa ini.. minimal 1daerah saja yg bapak sampaikan di depan pengunjuk rasa.. katanya bapak merakyat, giliran rakyatnya Dateng malah kabur kaburan"
mahasiswa kaum buruh tunggang oknum rakyat hak rampas penguasamaling teriak maling sembunyi dinding tikam rakyat lengah tendang sibuk cari kambing hitam,0,"Mahasiswa dan kaum buruh itu bukan ditunggangi oknum tpi rakyat kecillah yg dimna hak&quot; mereka kalian rampas wahai penguasa.<br>Maling teriak maling sembunyi dibalik dinding, tikam dari belakang rakyat lengah ditendang, lalu sibuk mencari kambing hitam."
suara kemarin pilih planga plongo kena efek omnibus law sampeyan wkwkwk salam periode,0,"Mana nih suaranya yg kemarin pilih planga plongo, kena efek omnibuslaw jg kan sampean? Wkwwkkwk salam 2 periode.."
rencana dewan wakil rakyat pemerintahemang sengaja kacau pas rakyat hadap bencana dewan wakil rakyat ngurusin uu pandemi sihpolisi nuranikalo demo rusuh dengar,1,Rencana dpr dan pemerintah<br>Emang sengaja membuat kekacauan<br>1 kenapa dikeluarkan pas rakyat lagi menghadapi bencana<br>2 dpr lebih baik ngurusi uu tentang pandemi ...goblok amat sih!!<br>Polisi bener bener ga  punya nurani<br>Kalo demo blm.rusuh <br>belum didengar
tolong perintah dpr bacain halaman undang undang cipta kerja halaman baca langsung tv hoaks,1,"Tolong pemerintah atau DPR bacain dong SELURUH HALAMAN Undang-Undang Cipta Kerja nya semua HALAMAN nya ya di baca live di tv, kami mau tau yg mana yg huaxxxx"
rakyat suara kalah milik jabat egois uang milik hati nurani harga duduk manis tidur tindas rakyat hasil korupsi demo musuh polisi diskus rakyat dengar tulis telinga orang tua kerja buruh pensiun sangon sangon hidup didik rakyat tindas jabat dpr tolong simpati rakyat tolong egois dengar suara rakyat,0,"Kita rakyat kecil hanya bisa bersuara,kita disini kalah dengan mereka yang memiliki jabatan, keegoisan dan uang,kita memiliki hati nurani dan harga diri,mereka yang duduk manis tidur menindas rakyat kecil kaya dengan hasil korupsi,kita demo bukan untuk saling bermusuhan dengan polisi,kita hanya ingin berdiskusi tetapi kita rakyat kecil tidak akan didengar kan karena mereka dari awal sudah menuli kan telinga,mereka belum merasakan bagaimana orang tua saya kerja sebagai buruh,dan saya mau tanya apakah benar jika sudah pensiun tidak ada pesangon?jika memang tidak ada pesangon saya bagaimana melanjutkan hidup,saya bagaimana melanjutkan pendidikan?apakah saya rakyat kecil akan selalu seperti ini ditindas oleh pejabat&quot; tinggi,buat bapak ibu DPR tolong simpati dengan rakyat&quot; kecil,tolong jangan egois dengar kan suara rakyat 🙏"
joko teliti celah undang undang cipta kerja rugi rakyat mu demo salah undang undang cipta kerja politik catat pedas sejarah kaum buruh jokowi maruf amin generasi nenek moyang sang cipta outsourcing,1,"Harusnya Pak Joko lebih teliti... Banyak celah di UU Cipta Kerja untuk merugikan rakyat mu...  Demo sebesar Ini menunjukan ada yg salah dari UU Cipta Kerja, ini bukan soal kepentingan politik... Hal ini akan tercatat pedas pada sejarah kaum buruh, Jokowi dan Maruf amin   meneruskan generasi nenek moyang  sang pencipta outsourcing.."
presiden nyata ban atur undang undang cipta kerja deh berani sumpah sanya buruh tolak izin hak cuti potong gaji phk usaha presiden sanggup turun kursi presiden hormat rakyat lengser tata bahasa gampang laku tata negara,0,"PRESIDEN telah memberikan statemen bahwasanya ia membantah beberapa aturan yg ada di UU cipta kerja,,, gini aja deh,,, berani bersumpah gak dia kalau sanya,,, ada seorang buruh nanti nya ditolak perizinan hak cuti nya,, ada nya pemotongan GAJI,,, dan PHK secara sepihak oleh perusahaan,,, PRESIDEN sanggup untuk turun dari kursi ke PRESIDENan nya secara terhormat / atau tidak rakyat yg akan melengserkan nya ???? <br>Ingat TATA bahasa sangat lah gampang untuk di lakukan dari pada TATA NEGARA!!!!!!"
indonesia suka huru hara hara lihat main bola lawan malaysia main lempar botol,0,Indonesia suka bikin huru hara.. lihat saja kalo main bola lawan malaysia main lempar2 botol..
kabar mahasiswa culik,1,APA KABAR MAHASISWA YANG DICULIK?
pikir kalo hoaks abis demo kasi haha kemarin kemarin pas demo kocak,0,Ngotak dong klo hoax knp abis demo bbrp hr baru dikasi tau njg haha kmrn kmrn pas hr prtama demo kmn kocak
bohong publikklo informasi terima masyarakat hoaks sahkan malamuntuk kabur kalimantan pas demoklo timbul korbantidak anggar m belanja desak polisi republik indonesia antisipasi demokenapa mikrofon mati pas interupsisandiwaramu basi jokowi puan sok pintar,0,"Lagi2 pembohongan publik.<br><br>Klo informasi yg diterima masyarakat hoax, trus untuk apa di sahkan malam2.<br>Untuk apa kabur ke kalimantan pas ada demo.<br>Klo tidak bermasalah, tidak akan timbul banyak korban.<br>Tidak akan ada anggaran 408M untuk belanja mendesak polri persiapan antisipasi demo.<br>Kenapa micnya dimatikan pas ada interupsi.<br><br>Sandiwaramu terlalu basi (jokowi, puan, sok pintar padahal dongo )."
tangkap ngerti,0,"Jika sudah di tangkap, jangan di PUKUL !!!!,,,,Ngerti ga BABI ?!!!"
lucu presiden rusuh bilang hoaks,0,Lucu presidennya udah rusuh baru bilang itu cuman hoaks
raja hoaks coba kawankalian hoaks kawancari fakta kawan biar bodoh terusjaman melek kawan,0,"Raja Hoax siapa coba kawan?<br>Kalian pasti tau, dan jangan termakan Hoax yah kawan...<br>Cari dulu faktanya kawan, biar kalian tidak dibodohi terus🙏<br>Jaman sekarang harus melek bener kawan👍"
protes sidang mati mikrofon masyarakat protes jalan biar rakyat dengar dewan wakil rakyat pura pura dengar,0,"Protes baik2 disidang dan didepanya dia, aja di matiin microfonnya, bagaimana masyarakat tidk protes dijalanan,. Biar seluruh rakyat dengar.. walaupan dpr pura2 tidak dengar"
takut bicara udah demo bicara usir benny,0,"Karna udah takut maka nya lain lagi bicara nya,udah di demo baru bicara lain,kalau emamg begitu gak mungkin sampai di usir bapak benny ketika ingin berpendapat"
heran undang undang dasar presiden langsung kasih langsung tayang tv media bobol hancur klarifikasi hoaks masyarakat dah benci aparat polisi masyarakat benci aparat aparat arogan berani masyarakat aparat hati rakyat bagus tentara nasional indonesia,0,Saya herann.. setiap ada UUD yg baru  seharusnya pihak keprisidenan  langsung kasih live tayang disemua tv dan pengumumanya di   semua media   jd gak macam ini.dah kebobolan<br>  Dah hancur baru di klarifikasi... hoax atau   benar  skrng masyarakat dah bnyk yg benci sm  aparat polisi. Kenapa masyarakat  sebagian besar membenci aparat ini.. krna aparat ini   terlalu arogan.  Dan   beraninya  sm masyarakat menengah ke bawah... klu yg satu ini  tak di sebutkan lg ....yg pasti  aparat ini slalu di hati rakyat  BRAVO TNI
bubar dpr bangun quotdewan rakyatquotkarena omnibus hukum sah,0,Bubarkan &quot;DPR&quot; bangun &quot;DEWAN RAKYAT&quot;<br>Karena itu semua gaakan terjadi apabila omnibus law tidak disahkan secara tiba tiba waktu lalu
inti dpr,0,Intinya ada pada di DPR
perintah buruk kali rakyat mahasiswa indonesia tolak omnibus lawto sahkan acara diam diam kritik biar lurus demo demokrasi hilang olah perintah jajah,0,"Untuk pemerintahan th ini sangat buruk sekali sudah beberapa kali  rakyat dan mahasiswa se-Indonesia menolak omnibus law,to tetep aja di sahkan acara diam diam, di kritik  biar lurus ga mempan di demo kaga mempan juga,berarti demokrasi sudah hilang seolah olah pemerinta seperti seorang penjajah"
polri ayom tindas geram,0,"Polisi harusnya mengayomi, malah menindas...geram pengen nyikut"
jokowi unjuk asa tolak undang undang cipta kerjarakyat bohong lari kalimantan temu rakyat itik menghapal teks pidato rakyat dengar rakyatanda senang telur rakyat itik sengsara rakyat tembak hakim keroyok polisi kondisi lapar haus lelah aspirasi tolak undang undang celaka tersebutanda presiden republik indonesia kecut tindas rakyat,1,"<a href=""https://www.youtube.com/watch?v=d_ogyVC1Ybk&amp;t=1m33s"">1:33</a> <br>Jokowi ; saya melihat adanha unjuk rasa penolakan undang2 cipta kerja.....<br>Rakyat ; bohong..., kan lari ke kalteng menemui rakyat itik kemudian ngapalin teks pidato daripada melihat rakyat dan mendengar pendapat rakyat...<br>Anda lebih senang melihat telur rakyat itik daripada melihat kesengsaraan rakyat banyak di tembak dan ada yang di hakimi dan di keroyok polisi dengan kindisi lapar dan haus serta lelah mengeluarkan aspirasi penolakan undang2 cilaka tersebut...<br>Anda sangat tidak pantas menjadi presiden Republik Indonesia yang sangat besar ini karena pengecut dan penindas rakyat..."
perintah tindak unjuk asa anarkis perintah tindak polisi anarkis kah,0,Pemerintah akan menindak tegas pengunjuk rasa yg anarkis. Apakah pemerintah akan menindak tegas POLISI yg anarkis juga kah?
mantap kasih tau polisi anarkis,0,Mantabbbbbbbb kasiii tauuu kalo polisi jg anarkissss
perintah usik usik bos,0,Kalo pemerintah gak ngusik kita gak bakal usik bos
buka buka rakyat ngerti maaf percaya presiden,0,Makanya TERBUKA pak...kalau ada sesuatu TERBUKA kepada rakyat...Jelaskan...! <br>Ngerti gak ?? (maaf...saya sudah tidak percaya Presiden lagi..)
polisi orang tangkap bukti provokator polisi sikap anarki aparat tangkap basah korupsi dengar berita aparat korupsi siksa kayak mahasiswa lihat tv buku hukum condong,0,"Saya mau mrnyampaikan, jika pak polisi memukul orang yang tertangkap tanpa adanya bukti bahwa dia provokator. Pak polisi juga harus bersikap anarki dong kepada para aparat yg telah tertangkap basah korupsi, saya ingin mendengar berita kalau aparat yg telah korupsi, mereka juga disiksa kayak mahasiswa pak. Soalnya yg sering saya lihat di tv, di buku, hukum selalu condong kebawah"
isi undang undang cipta kerja dampak bahaya lingkung,0,Lagian isi  UU Cipta kerja ini dampaknya bahaya pak apalagi untuk lingkungan
kasihan masyarakat masyarakat hadap militer,0,"Kasihan masyarakat, sampai kapan masyarakat di hadapkan dengan militer😢😢"
laku proses hukum dpr bentrok rakyat polisi,0,Lakukan proses hukum untuk DPR mereka yg bentrokkan rakyat dengan polisi
polisi keras demo pecat suruh rekam video polisi memukulmenyakiti demo hilang demo,0,"katanya kalo ada polisi yang berbuat kekerasan terhadap pendemo dipecat, atau disuruh ngevidioin bagi polisi yang kepergok memukuli/menyakiti pendemo, kok ini bisa sampe ada yang hilang yah pendemonya"
yes tangkap polisi brutal polisi sogok puluh juta,0,Yes bener buat apa di pukulin kalo sudah di tangkap <br>Kalo polisi nya brutal <br>Berarti dia waktu jadi polisi nyogok puluhan juta 🤣
lapor mahkamah konstitusi mahkamah konstitusi perintah,1,"<a href=""https://www.youtube.com/watch?v=d_ogyVC1Ybk&amp;t=7m40s"">7:40</a> pihak mana yang akan melapor ke MK jelas jelas MK punya pemerintah"
masyarakat percaya sila mundur,0,"Masyarakat sudah tidak percaya dengan Anda, silakan mundur"
hoaks uu cipta kerja mohon jabar hoaks lelah hoaks btw matahari hilang buruk teman teman contoh jalan angkasa lihat salur d,1,"Jikalau ada hoax tentang masalah uu cipta kerja, dimohon untuk segera di jabarkan semua pak mana yg hoax mana yg tidak, kami sudah lelah dengan semua kata&quot; hoax tapi tidak ada kejelasan.
<br>
<br>BTW Ternyata kalao matahari hilang hal buruk bakalan terjadi guys, contohnya kaya traveling di luar angkasa, bisa dilihat di channel kita yah :D"
tindas negeri rakyat orasi dengar elite politik omong langsung urus hukum indonesia tajam elite politik anti kritik,0,Penindasan di negeri sendiri. <br>Rakyat orasi gk pernah d dengar. <br>Elite politik ngomong gk pnting langsung d urus. <br>Hukum indonesia slalu tajam ke bawah. <br><br>Elite politik anti-kritik.
perintah sikap kpada oknum demonstran sikap koruptor judul penjara lapas asa hotel,1,Pemerintah akan bersikap tegas kpada oknum demonstran tpi ga bersikap tegas kepada para koruptor!! Judulnya doang di penjara tapi lapas nya berasa hotel!!
bentur rakyat aparat perintah papas langsung rakyat dengar langsung keluh kesah demo ricuh pilih ngemis ngemis suara rakyat rakyat butuh bentur aparat sayang jabat turun langsung demonstran yanga duduk diam manis ac,1,"Sebenarnya semua ngak bakal jadi begini,jangan benturkan rakyat dengan aparat jika para pemerintah mau berpapasan langsung dengan rakyat dan mendengarkan langsung keluh kesah mereka kemungkinan tidak akan terjadi demo sampai ricuh seperti ini,di saat mau pemilihan kalian ngemis ngemis minta suara ke rakyat,tapi saat rakyat butuh kalian,kalian malah benturkan mereka dengan aparat,sayang hanya beberapa pejabat saja yg turun langsung dan meredakan demonstran yanga lain duduk diam manis di bawah AC"
tegak hukum anarkis tangkap seret tarik gebuk,0,"<a href=""https://www.youtube.com/watch?v=d_ogyVC1Ybk&amp;t=3m43s"">3:43</a><br>bagaimana kalo penegak hukum ikut anarkis ?, misal aja udah ditangkap masih aja diseret seret sambil digebukin ??"
rusak rusuh wajar tangkap era soeharto sikat habis,1,"Sdh merusak, merusuh yah wajar ditangkap.  Pd masa era Soeharto, itu sdh disikat habis..."
perintah langgar hukum bijak demokrasi kritik perintah penjara apbn ternak lonceng,0,"Sudah biasa Pemerintah melakukan Pelanggaran HUKUM dlm kebijakannya!! Sekarang jauh dari kata DEMOKRASI, Mengkritik Pemerintah bisa di Penjara, APBN cuma buat ternak BUZZER!!"
tuhan maha kuasa lindung kati bpk presiden jokowi laku aksi anarkis tindak sesuai hukum laku aktor aktor biaya demo gaduh negeri,1,Tuhan yang maha kuasa selalu melindungi dan memberkati BPK Presiden Jokowi.  Dan pelaku aksi anarkis ditindak sesuai dengan hukum yang berlaku dan aktor aktor yang membiayai para pendemo yang bikin gaduh negeri ini.
buruh teman besok temanquot demo undang undang juragan oh silah buruh teman juragan oh silah bebas wajar buruh pecatkanjuragan silah demo tolong perhatikanburuh maksud teman juragan masuk kerja karantina mandiri minggu tes swab tes swab hasil kasih minggu negatif tes pcr minggu negatif silah masuk kerja buruh aman virus lindung keluarga jugaoo iya tes swab tes pcr pakai dana pribadi ysilahkan demo buruh deh,1,"buruh : gan besok saya dan teman&quot; mau demo undang undang <br><br>juragan : oo silahkan berapa hari? <br>buruh : 3 hari gan boleh kan? <br><br>juragan : oo silahkan kebebasan berpendapat itu wajar <br><br>buruh : tapi kami ga di pecatkan<br>juragan : ga lah kl menurut kalian baik silahkan, tp utk kebaikan yg ga ikut demo jg tolong di perhatikan<br><br>buruh : maksud nya gan? <br>juragan : seblm msk kerja lagi kalian harus karantina mandiri dulu 2 minggu setelah itu tes swab, setelah tes swab hasil nya kasih ke saya, setelah dua minggu negatif lanjut ke tes pcr setelah dua minggu negatif silahkan masuk kerja lagi utk memastikan buruh yg lain aman dari virus dan melindungi keluarga nya juga<br><br>oo iya utk tes swab tes pcr pake dana pribadi y<br>silahkan berdemo <br><br>buruh : ga jadi deh"
butuh pimpin tangan lepas tangan serah wewenangnya,0,Kami butuh ketegasan pemimpin dalam menangani masalah bkn berlepas tangan dan menyerahkan ke pihak yg bkn wewenangnya...
muncul klarifikasi demo bak pahlawan pahlawan,1,knpa kok br muncul n mengklarifikasi setelah demo terjadi? Bak superhero yg datang sebagai pahlawan. 😂🤣😂🤣😂🤣
aparat perintah rakyat salah indonesia hoax salah hindar salah konyol habis,0,Aparat pemerintah selalu benar... dan Rakyat slalu di salahkan.. inilah Indonesia bung.. dikit2 Hoax.. salah satu cara agar bisa terhindar dari kesalahan.. konyol Abisss
polisi mahasiswa nama aktieko s knapa mahasiswa pakbisa tindak tuh polisi,1,"<a href=""https://www.youtube.com/watch?v=d_ogyVC1Ybk&amp;t=5m06s"">5:06</a> bapak polisi yang memukul mahasiswa namanya ...AktiEko S, Knapa bapak memukul mahasiswa pak? Kenapa pak?<br>bisa di tindak lanjuti tuh bapak polisinya"
ruu cipta kerja ebih rugi buruh demo klw untung buruh diam ayem coba deh koreksi ruu,0,sbnernya harus di perbaiki ruu cipta kerja soalnya ebih bnyk merugikan buruh. makanya di demo. klw memguntungkan buruh pasti diem ayem ko. coba deh koreksi ruu nya
masyarakat salah informasi presiden dewan wakil rakyat republik indonesia transparan sembunyi telat nunggu demo rusuh klarifikasi,0,Masyarakat tidak akan salah informasi kalau Anda bpk Presiden Dn DPRRI transparan dan tidak ada yg di sembunyikan. menurut saya anda sangat telat nunggu demo rusuh baru klarifikasi.
ko salah masyarakat salah informasiemangnya demo orong bodoh erti tuju perintah joss banget,0,"Ko malah nyalahin masyarakat salah informasi,,,emangnya yg pada demo orong bodoh semua gak mengerti tujuannya,,,,, pemerintahan sekarang Joss bngt"
kau tindak demonstran anarkis kabar polisi brutal mahasiswa salah nama adil,1,"ko yg ditindak tegas cuma demonstran yg anarkis,apa kabar sm polisi yg brutal?yg mukulin mahasiswa yg ga salah apa apa.Apakah ini yg dinamakan keadilan?"
bukti coba terang jawa barat ruu hoaks rakyat das tindas hukum tumpul kangen zaman sby kalang tentara nasional indonesia diktator,1,"Buktiin atuh paaak coba di jelaskan seterang-terang nyaa dan jabar RUU tersebut kalo hoaxxxxxxx, jangan hanya rakyat kecil tak berdasi selalu ditindaas hukum tumpul keatas. Jadi kangen zaman nya pak SBY walaupun dari kalangan TNI tapi tidak diktaktor"
polisi anarkis cerita dongeng,1,polisi yang anarkis.ini hanya cerita dongen saja😬
klarifikasi mbak demo pakdri demo pidatoitu telat,0,klarifikasi itu mbok sblm demo pak...<br>dri dlu demo dlu baru ngsih pidato....<br>itu mnanya nga telat...
perwira polisi indonesia gadai cukong broomereka bela rakyatpadahal gaji rakyat,0,PERWIRA POLISI INDONESIA SUDAH TERGADAI CUKONG BROO👍👍👍MEREKA GAK AKAN MEMBELA RAKYAT😲😲😲PADAHAL MEREKA DIGAJI RAKYAT😥😥😥
provokasi salur kawan kawan,1,Jangan mau di provokasi sama chanel ini kawan kawan
rusuh polisi intel masuk kerumun mahasiswa,0,Padahal yang buat rusuh dari pihak polisi yg jadi intel masuk ke kerumunan mahasiswa
buru buru kesah bos paksa malam,0,"Makanya jgn buru2 ngesahin bos ,, maksa amat sampe tengah malem"
ruu rakyat unjuk jokowi rakyat,1,Kalau memeng benar RUU itu baik tuk Rakyat tdk mungkin adanya unjukrasa ... Mana ini yg benar perkataan jokowi apa Rakyat
draf final bilang hoaks hoaks coba baca detail pasal anggap hoaks biar,1,"Draft finalnya belum ada kok udah bisa bilang hoax. Kalo emang hoax, coba dong bacakan dengan detail pasal&quot; yg dianggap hoax, sekalian semuanya sekalian biar clear."
komunikasi masyarakat hoaks alas perintah,1,Komunikasi ke masyarakatnya yang perlu diperbaiki. Bukan masalah hoax atau apapun alasan pemerintah untuk membenarkan diri..
hoaxnegeri lucu saking lucu hebat banget paham undang undang coba inimana berkas pdf undang undang cipta kerja final asli tolong posting situs web resmi milik negarafile pdf halaman finaln ribu puluh delapan halaman ayo negara posting tuduh hoaks naskah final asli posting anggota badan legislatif dpr final layar laptopkomputer edit naskah inibuat jilat perintah suka maki usir mars tolong idola berkas pdf undang undang cipta kerja final asli undang undang sah eh naskah final pegangini buka singgung mending kasih taut unduh deh taut web resmi milik negara dokumen sah laluuu cipta kerja sah oktober badan legislatif dpr tujuh salah ketik kirim presiden biar salah titik koma angka huruf biar kinclong mekanisme tujuh orang orang aktivis aktivis buruh lulus paham lsm kayak walhi kawan kawan ayo paham tuntut draf final sah oktober kesah dokumen dokumen salah ketik draf edar internet ribu puluh delapan halaman halaman pemerintahdpr final perintah bilang hoaks rujuk draf biar clear posting draf final biar tujuh naskah saltik jamin naskah dadak belok gimanaini teh logika sederhana persis sah persis draf final tsb cetak pdf sulit lohtapi serah sila bodoh tukang sebar hoaks puastere liye tulis novel negeri bedebah,1,"*Hoax<br><br>Negeri ini lucu sekali, saking lucunya, buat yang hebat banget, paham banget soal UU baru, coba jawab pertanyaan ini:<br><br>Mana file PDF UU Cipta Kerja yang benar2 final dan asli? <br><br>Mana? Tolong posting di website resmi milik negara.<br><br>File PDF yang 905 halaman itu finalnya? 1028 halaman? Yang mana? Maka ayo negara posting dong. Kalian nuduh hoax sana-sini, naskah final dan asli kok belum diposting. Sementara anggota Baleg DPR sendiri mengaku masih finalisasi. Nah, jadi siapa yang layar laptop/komputernya masih ngedit naskah ini?<br><br>Buat kalian &#39;penjilat&#39; pemerintah, yg suka maki2, nyaci, bahkan ngusir ke Mars, tolong teruskan pertanyaan ini ke idola kalian. Mana file PDF UU Cipta Kerja yang benar2 final dan asli? UU sudah disahkan berhari2, eh, naskah finalnya nggak tahu siapa yg pegang.<br><br>**ini pertanyaan terbuka, jadi daripada elu tersinggung, mending kasih link downloadnya deh. link dari wesbite resmi milik negara. mana dokumen yg disahkan beberapa hari lalu?<br><br>UU Cipta Kerja ini sudah disahkan 5 Oktober lalu. Baleg DPR punya waktu 7 hari melakukan perbaikan typo, dll sebelum dikirim ke Presiden. Biar salah titik, koma, angka, huruf, diperbaiki semua. Biar kinclong. Saya tahu mekanisme 7 hari itu. Orang2 lain juga tahu. Lu kira aktivis2 buruh yang lulusan pada FH tidak paham apa? Juga LSM2 kayak Walhi, dkk. <br><br>Tapi ayolah, pahami apa yang mereka tuntut:<br><br>1. Mana draft final yang disahkan 5 Oktober lalu?<br>2. Kan waktu mengesahkan, itu dokumen harusnya ada. Bahkan kalaupun dokumen itu masih typo, tetap harus ada.<br>3. Draft2 yang beredar di internet, ada yang 1028 halaman, 905 halaman, tidak pernah ada pihak pemerintah/DPR yang menyatakan mana yg benar2 final.<br>4. Pemerintah bilang hoax, ini-itu, tapi merujuk ke draft yang mana? Biar clear<br>5. Dengan elu posting draft final tersebut, kita bisa sama2 mengawal, biar setelah 7 hari, itu naskah memang masih sama, hanya typo yg diperbaiki. Kalau begini, siapa yg bisa menjamin itu naskah masih sama? Nanti mendadak belok gimana?<br><br>Ini teh, logika yang sederhanaaa sekali. Persis disahkan, persis saat itu juga diumumkan draft final tsb. Print out-nya mana? PDF-nya mana? Kan tidak susah loh.<br><br>Tapi baiklah, jika mau terserah kalian. Silahkan sajalah. Memang kami yang bodoh, dan tukang sebar hoax. Puas?<br><br>*Tere Liye, penulis novel &quot;Negeri Para Bedebah&quot;"
main hakim eh situ main keroyok,0,KATANYA gak boleh main hakim sendiri eh taunya situ main kroyok juga.
izin omong bgkenapa berita habis demo asyik mati angkat bicara huh,0,ijin ngomong bg<br>kenapa di beritakan ini sehabis demo <br>kan gak asyik jadinya sempat ada yg mati  baru angkat bicara huh😡
abur situasi hoaks oknum anarkis brutal,0,Mengaburkan situasi dengan hoax malah akan membuat oknum anarkis dan brutalis.... 😷😷
tindak demo anarkis polisi brutal,0,Tindak tegas pendemo anarkis. Bagaimana dg polisi brutal ???
masak iya demo tangkap polisi tendang tangan polisi aman,0,"Masak iya pendemo sudah di tangkap polisi tapi kok masih di pukuli di tendang ,seharusnya kalo udah di tangan polisi di amankan bukan di pukul:v"
hak cuti jamin bayar,0,Hak cuti tetap ada dan di jamin tapi kalo kagak di bayar ya percuma
masyarakat terima informasi salah vmasak iya ruu diam diam malam biar,0,Masyarakat menerima informasi yang salah :v😂<br>Masak iya buat RUU diem2 tengah malem biar apa!!
polri campur,0,Polisi jangan ikut campur
coba bukti kalo hoaks taut uud web resmi biar masyarakat tau isi,0,COBA BUKTIKAN KLO GAK HOAX! SHARE DONG LINK UUDNYA DI WEB RESMI BIAR MASYARAKAT TAU ISI YG SEBENARNYA.
berita sebar hoaks perintah lambat tangan jeda perintah hoaks sepenuh salah demo komflik daerah demo sambut kena,0,"Kalo berita yang di sebarkan hoax kenapa pemerintah lambat menangani hal ini padahal ada jeda beberapa hari agar pemerintah bisa membenarkan apa yang di kata hoax, di sini tidak bisa sepenuhnye menyalahkan pendemo jika adanya konflik karna di sebagaian daerah ada para pendemo yang d sambut dengan hal yang tidak mengenakan"
presiden telat klarifikasi tunggu korban jatuh gitu,0,Terus kenapa presiden telat klarifikasi nya? Harus tunggu korban berjatuhan dulu gitu?
