text,sentiment,original_text
alhamdulilah indonesia bangun tidur moga lengser amin,1,"alhamdulilah akhirnya indonesia bangun dari tidur semoga lengser , amin!"
aspirasi anarkis,1,sampaikan aspirasi jangan anarkis
pakai kacamata renang selesai liput langsung renang bang,1,sampai pakai kacamata renang😂 <br> selesai liputan langsung berenang bang😂
indonesia butuh ulama demo damai ulama bar bar,1,"indonesia butuh ulama supaya demonya damai, kalau tidak ada ulamanya akan jadi bar bar"
mari berfikir cerdas salah polisi laku polisi dasar polisi aman kacau hormat patuh atasanya dasar kontroversi undang undang omnibus polisi kambing hitam emosi rakyat tolak undang undang polisi cerdas arti tata negara tau undang undang tuju daya larang suara rakyat satpam rezim adu mahasiswa lapang terima kasih rezim bijak bijak konyol kadang mewah polisi hormat segani aman republik indonesia mata masyarakat benci buli pro rakyat hajar rakyat suka tangkap tangkap tangkap tangkap tokoh pengaruh bhkan ustad ulama teror politik komandan komandan tekan tekan atasanya tekan rezim polisi alat hukum politik masyarakat pro perintah akbat ruang kosong manfatkan korupsi uang meja selagi aman kacau doa allah moga rezim cepat bubar ganti orang orang percaya bawa nama polisi hormat segani masyarakat netral jalan tugas pangayomi masyarakat polisi takut manusia hormat segani polisi titik titik titik titik,1,"sekarang mari kita berfikir cerdas <br> kita tidak bisa menyalahkan polisi 10% , dan apa yang di lakukan polisi akan sama hal dengan kita jika kita di bagian tersebut karena secara dasar polisi selain mengamankan kekacauan mereka juga hormat dan patuh kepada atasanya <br> <br> dan jika melihat secara mendasar masalah ini kontroversi undang undang omnibus <br> saya melihat polisi di jadikan kambing hitam dari keluarkan emosi rakyat yang menolak undang undang tersebut <br> <br> saya yakin polisi cerdas dan arti tentang tata negara dan mereka tau undang undang tersebut pasti tidak mereka setuju tapi apa daya sekarang mereka di larang bersuara seperti kita rakyat , mereka hanya di jadikan satpam rezim dan di adu dengan mahasiswa di lapangan <br> <br> dan terima kasih kepada rezim sekarang sudah membuat kebijakan-kebijakan konyol yang kadang membuat mewah polisi tidak lagi di hormati dan di segani sebagai satuan keamanan republik indonesia di mata masyarakat <br> <br> mereka sekarang di benci , di buli dan seolah-seolah tidak pro rakyat dan menghajar rakyat dan suka tangkap-tangkap-tangkap-tangkap tokoh pengaruh dan bhkan ustad dan ulama mereka teror <br> <br> tapi inilah politik mereka di komandan , komandan di tekan atasan , dan atasan di tekan atasan , dan atasanya di tekan rezim dan sekarang polisi dijadikan sebagai alat pemukul hukuman politik dan juga masyarakat yang tidak pro pemerintah <br> <br> akbat semua ini , berapa ruang yang kosong yang mereka manfatkan untuk korupsi dan berbagi uang di bawah meja selagi keamanan kacau <br> <br> saya selalu berdoa kepada allah , semoga rezim ini cepat bubar dan di gantikan sama orang-orang terpercaya yang bisa membawa nama polisi sebagai satuan yang di hormati dan segani di tengah masyarakat lagi tidak memihak dan netral dalam menjalani tugasnya sebagai pangayomi masyarakat <br><br> polisi itu tidak untuk di takuti karena dia juga manusia tapi untuk di hormati dan di segani kalau polisi titik titik titik titik"
orang ribut tinggal keluarin aspirasi pakai suara ricuh,1,kalau orang baik tidak usah ada keributan tinggal keluarin aspirasi pakai suara bukan ricuh
mohon maaf draf ketok palu dewan wakil rakyat sosialisasi tvri biar rakyat indonesia larut larut kasihan polisi buruh demonstran anak bangsa,1,mohon maaf untuk draf yang sudah di ketok palu Dewan Perwakilan Rakyat segera disosialisasikan lewat TVRI dan biar rakyat indonesia semua tahu sehingga tidak berlarut larut kasihan polisi dan buruh demonstran sama-sama anak bangsa
istana kasih tanggap pilih bikin provokasi,1,istana kasih tanggapan dong jangan pilih bikin provokasi
dengar rakyat kuasa,1,"dengarkanlah rakyat, wahai penguasa"
hidup joko widodo presiden pilih rakyat,1,"hidup pak joko widodo , tetap presiden pilihan rakyat"
seru buruh mahasiswa tani demo tolak undang undang cipta kerja maaf,1,seruan kami lah para buruh mahasiswa dan petani yang jelas-jelas demo menolak undang undang cipta kerja bukan hal yang lain <br> <br> maaf ya
pers informasi pegang prinsip adil salah berita tugas pers informasi masyarakat,1,"pers dalam menyampaikan informasi harus memegang prinsip keadilan, yaitu tidak memihak salah satu pihak yang diberitakan karena tugas pers hanya menyampaikan informasi yang benar kepada masyarakat"
bantu doa indonesia,1,saya cuma bisa bantu doa dari kejauhan buat indonesia 🤲
tangkap tangkap tangkap tangkap libat penjara usak negara republik indonesia,1,"tangkap-tangkap-tangkap-tangkap semua yang terlibat , penjarakan perusak Negara Kesatuan Republik Indonesia"
solusi cabut rancang undang undang cipta kerjaselesai,1,"cuma ada 1 solusi yaitu cabut Rancangan Undang-Undang cipta kerja,selesai"
tuhan lindung perintah tni polisi republik indonesia semangat berantas berontak rusuh,1,tuhan melindungi pemerintah tni Polisi Republik Indonesia <br> semangat memberantas pemberontak & perusuh
mahasiswa rakyat umat muslim mehukuman zalim ayo gabung suara,1,sudah saatnya mahasiswa rakyat dan umat muslim bersatu mehukuman kezaliman ayo bergabung suarakan kebenaran
cabut hukum omnibus henti demo henti juang titik darah habis,1,"hanya dengan mencabut hukum omnibus, kita akan berhenti melakukan demo jika tidak, kami tidak akan berhenti berjuang, bahkan hingga titik darah penghabisan"
hapus omni hukum henti demo henti juang titik darah habis,1,hanya dengan menghapus omni hukum <br> baru kita berhenti demo <br> kalau tidak <br> kami tak akan berhenti berjuang <br> sampai titik darah penghabisan<br>
tangkap tangkap tangkap tangkap anarkis,1,tangkap-tangkap-tangkap-tangkap semua yang anarkis
izin demo berani tanggung timbul rusuh,1,yang izin demo harus berani tanggung jawab apabila menimbulkan kerusuhan
tindak demo anarkis demo bawa benda tajam botol molotov,1,tindak tegas para pendemo yang anarkis demo kok pada bawa benda tajam dan botol molotov
salah,1,ini salah siapa?
untung perintah suriah demo,1,masih untung pemerintah tidak di suriah kan oleh pendemo
batu botol minum golong benda tajam,1,apakah batu dan botol minuman sekarang termasuk ke dalam golongan benda tajam? 😅
provokator bawa acara nama batu benda tumpul,1,jangan provokator pembawa acara yang namanya batu benda tumpul
tangkap tangkap tangkap tangkap rusuh bunuh penuh ricuh durhaka joko widodo gratis utama rakyat korban,1,"tangkap-tangkap-tangkap-tangkap perusuh pada mau bunuh diri pada penuh malah ricuh tidak pada tahu diri durhaka, bapak joko widodo terlalu baik semua gratis dan mengutamakan rakyat bawah sampai mengorbankan dirinya sendiri"
demo dewan wakil rakyat kesah undang undang suruh dewan wakil rakyat lengser presiden dasar demo udang batu iya nambah gaduh negeri,1,yang di demo itu Dewan Perwakilan Rakyat agar tidak mengesahkan undang-undang kenapa suruh Dewan Perwakilan Rakyat untuk melengserkan presiden ? dasar pendemo ada udang di balik batu 😅🤣😂 iya itu mereka-mereka juga yang sering nambah kegaduhan negeri ini
tangkap tangkap tangkap tangkap anarkis,1,tangkap-tangkap-tangkap-tangkap pak yang anarkis
umur juang,1,panjang umur perjuangan
semangat rakyat mahasiswa iya maju,1,semangat demi rakyat mahasiswa iya maju terus
maju mahasiswa semangat iya,1,maju terus mahasiswa semangat iya
bikin rusuh uda muak pimpin negeri,1,mereka bukan bikin rusuh tapi mereka uda muak kepada pemimpin negeri ini
semangat juang anak negara republik indonesia kaum buruh buruh moga usaha dengar perintah cabut undang undang hukum omnibuscelaka lapang kerja pandemi anggur akibat tutup lulus angkat angkat cari kerja susah dar layak anggur,1,"semangat buat perjuangan kalian anak Negara Kesatuan Republik Indonesia dan kaum buruh-buruh semoga usaha kalian didengar pemerintah & dengan dicabutnya undang undang hukum omnibus/celaka bisa membuat lebih banyak lapangan kerja apalagi di saat pandemi seperti sekarang yang sudah banyak yang menganggur akibat , perusahan banyak yang tutup belum ditambah lulusan angkatan-angkatan sekarang yang banyak juga cari kerja <br> rasanya makin susah untuk sekedar bekerja yang layak bagi yang menganggur"
adakan mahasiswa buruh turun si muka biadab singkir rezim biadab,1,"adakan lagi 212 bersatu dengan mahasiswa & buruh serta kami, turunkan si muka biadab atau singkirkan rezim biadab ini"
tangkap tangkap tangkap tangkap rugi,1,tangkap-tangkap-tangkap-tangkap saja mereka semua cuma merugikan saja
coba bos dewan wakil rakyat jalan mujahid gedung dewan wakil rakyat pakai bom sok sok demo nilai jajar dewan wakil rakyat pawang mujahid jujur seru negeri kisah,1,"coba kita kira-kira saja  bos kalau memang Dewan Perwakilan Rakyat itu tidak sejalan dengan mujahid, pasti itu gedung Dewan Perwakilan Rakyat sudah diratakan pakai bom tidak cuma sok-sok ikut demo jadi boleh dong kalau kita nilai di jajaran Dewan Perwakilan Rakyat ada pawang mujahid sejujurnya seru negeri ini kisahnya"
mohon demo elegan sayang fasilitas brutal,1,mohon dong demo yang elegan sayangi fasilitas umum jangan brutal
dewan wakil rakyat lengser presiden bikin undang undang dewan wakil rakyat ketok palu atur dewan wakil rakyat lengser mpr apbn presiden tuju dewan wakil rakyat pusing moga negeri indonesia tuhan lindung amin,1,"minta ke Dewan Perwakilan Rakyat melengserkan presiden kan yang bikin undang undang Dewan Perwakilan Rakyat yang ketok palu aturan Dewan Perwakilan Rakyat yang di lengser sama mpr , buat apbn saja  presiden minta persetujuan Dewan Perwakilan Rakyat jadi pusing ini semoga negeri indonesia selalu tuhan lindungi dari apapun amin"
tuju tangkap tangkap tangkap tangkap proses hukum demo anarkis janji demo damai bawa barang barang larang,1,setuju di tangkap-tangkap-tangkap-tangkap dan di proses hukum para pendemo yang anarkis sebab janjinya demo damai ternyata banyak yang bawa barang-barang terlarang
kalo front bela islam demo damai aneh kalo rusuh mah nama cari makan,1,kalo Front Pembela Islam demo damai saya baru aneh 😂 kalo rusuh itu mah biasa namanya juga cari makan
cari dalang undang undang cari asap cari titik api logika dasar bismilah tuhan mu tuhan maha hakim bijaksana,1,jangan cari dalang tapi kembali ke awal masalah yaitu undang undang jangan cari asap tapi cari titik asal apinya dimana ya itu logika dasar bismilah tuhan mu dan tuhan dialah yang maha tahu dan hakim yang bijaksana
kangen ken demo,1,mungkin kangen pengen di demo
baca isi undang undang ribu lembar,1,sudah baca isi undang-undangnya belum? hampir seribu lembar 😭
dewan wakil rakyat nih,1,Dewan Perwakilan Rakyat kemana nih
moga bhayangkara junjung hukum hilang penghianat,1,semoga bhayangkara selalu menjunjung tinggi hukum dan menghilangkan penghianat
fokus dewan wakil rakyat nyata arah joko widodo dalang gaduh debat kompleks kait hoaks sulit undang undang sah sepenuh terap istilah hoaks subjek debat rujuk hoaks variasi gantung konteks,1,"Pertanyaan Anda mengenai mengapa fokus tidak di Dewan Perwakilan Rakyat dan pernyataan yang mengarah kepada joko widodo sebagai dalang kegaduhan adalah perdebatan yang kompleks. Terkait dengan masalah hoaks, hal tersebut memang bisa menjadi masalah yang sulit diatasi, terutama jika undang-undang yang baru disahkan belum sepenuhnya diterapkan. Penggunaan istilah 'hoaks' sering menjadi subjek perdebatan, dan rujukan hoaks dapat bervariasi tergantung pada konteksnya."
emang anggota front bela islam butuh,1,emang anggota Front Pembela Islam ada butuhnya ?
moga selamat dunia akhirat amin,1,semoga semua selamat dunia akhirat amin 🙏
prihatin aksi rusuh anarkis dalang tindak polisi,1,"prihatin aksi rusuh dan anarkis, pasti ada dalang <br> tindak tegas pak polisi,"
lihat berita kantor berita asing beda narasi lokal,1,kalau lihat berita dari beberapa kantor berita asing agak beda narasi dengan yang lokal
paksa rumah didik formal non formal pribadi budi pekerti,1,paksa semua untuk kembali kerumah masing-masing berikan pendidikan formal dan non formal agar punya kepribadian dan budi pekerti yang baik
tau kalo demo demo politik kejar kuasa mahasiswa buruh rakyat pancing demo demo politik,1,"ketauan kan sekarang kalo itu demo demo politik hanya untuk mengejar kekuasaan, para mahasiswa, buruh dan rakyat jangan ada yang kepancing dengan demo itu, itu demo politik"
tuhan tolong jalan damai korban perintah buruh solusi amin,1,"tuhan, tolong agar semua berjalan damai, jangan ada korban, pemerintah dan buruh dapat solusi yang terbaik, amin"
tangkap tangkap tangkap tangkap biang kerok demo,1,tangkap-tangkap-tangkap-tangkap saja  biang kerok demo
izin demo kadang kadang demo buruh aju tuntut aneh rizieq shihab pulang pulang hubung undang undang cipta kerja teriak teriak nama tuhan hindar,1,"Mengapa perlu memberikan izin untuk demo? Kadang-kadang, demo buruh mengajukan tuntutan yang terlihat aneh. Misalnya, jika seseorang seperti Rizieq Shihab ingin pulang, cukup pulang saja, tidak perlu berhubungan dengan undang-undang Cipta Kerja. Teriak-teriak dengan menggunakan nama Tuhan sebaiknya dihindari."
demo efektif partisipan subuh panas terik sedia jam sore perintah demo televisi cenderung respons serius demo sejati seringkali muncul dampak luka mati tangkap tuju risiko kadangkala ambil demo teriak pulang semangat komitmen demo ng kumpul minum kopi rumah,1,"dalam sebuah demo yang efektif, partisipan harus siap datang sejak subuh, bahkan di bawah panas terik, dan bersedia berakhir di sekitar jam 4 sore pemerintah yang melihat demo tersebut dari televisi akan lebih cenderung merespons serius demo sejati seringkali memunculkan dampak besar, termasuk luka, kematian, dan penangkapan namun, demi tujuan yang benar, risiko ini kadangkala perlu diambil demo seharusnya bukan hanya tiba, berteriak, dan pulang semangat dan komitmen yang lebih dalam diperlukan jika demo hanya menjadi saja ng berkumpul, mungkin lebih baik minum kopi di rumah"
tangkap tangkap tangkap tangkap dalang rusuh penjara,1,tangkap-tangkap-tangkap-tangkap dalang kerusuhan dan penjara
polisi psk tni bravo sikat gerombol gerombol sengaja bikin rusak indonesia,1,pak polisi / psk tni bravo <br> <br> sikat semua itu adalah gerombolan-gerombolan yang sengaja bikin rusak indonesia
gaduh anarkis tangkap tangkap tangkap tangkap demo niat guling presiden joko widodo tuju pimpin negeri,1,"yang gaduh dan anarkis tangkap-tangkap-tangkap-tangkap saja, demo yang jelas saja, jangan ada niat menggulingkan presiden joko widodo yang punya tujuan yang baik untuk memimpin negeri ini"
batal rancang undang undang cipta kerja demo selesai simpel,1,"batalkan Rancangan Undang-Undang cipta kerja, demo selesai, simpel kan"
uda tangkap tangkap tangkap tangkap otak tunggang aksi anarkis tangkap tangkap tangkap tangkap pimpin arak lempar rakyat indonesia,1,uda saatnya tangkap-tangkap-tangkap-tangkap otak yang menunggangi aksi ini yang anarkis tangkap-tangkap-tangkap-tangkap pemimpin dan di arak di lempar oleh rakyat indonesia
terima kasih tnipolisi republik indonesia aman kota mundur demo istana,1,"terima kasih buat tni/Polisi Republik Indonesia, dan satuan pengamanan ibu kota, yang sudah memukul mundur para pendemo yang menuju istana"
semangat polisi kapok tangkap usak situ tangkap tangkap tangkap tangkap dalang,1,"semangat para polisi, jangan pernah kapok untuk menangkap perusak dan jangan hanya sampai di situ tangkap-tangkap-tangkap-tangkap dalang"
semangat polisi republik indonesia ciduk anarkis rusuh negeri tangkap tangkap tangkap tangkap provokator,1,semangat Polisi Republik Indonesia-diciduk para anarkis rusuh negeri ! tangkap-tangkap-tangkap-tangkap provokator !💪👍💪👍💪
demo rusuh sebentar sapu allah desember biar bersih,1,demo lagi rusuh lagi sudah sebentar disapu sama allah bulan desember biar bersih
demo demo bbm harga puluh ribu,0,Demo demo bbm kok harga10 rb
maju ricuh nih negara parah,0,"Makin maju apa makin ricuh nih Negara.. hahaha, parah lah"
tulin orang makan gaji pikir rakyat pikir lebokenmulu,0,Udah pd tulin bonge.apa lg banyak orang yg makan gajih bukan mikirin Rakyat mikirin lebokenmulu
ngeri bbm,0,Ngeri yah klo bbm naik
bola bal munggah bbm sembako roto pilih kasih alas,0,Bola bali munggah (bbm) Bagi 2 sembako yo gk roto /pilih kasih...Apa alasannya??
bbm turun demo,0,BBM sdh turun masa tetap demo??....
demo keras bbm istute pemda negeri curi tutup bai bbm lo tutup bbm,0,Demo lagi kekerasan di BBM dan istute pemda.luar negri curri.tutup Bai lah BBM.lo tutup aja BBM.
lantar siswa sekolah lantar siswa sekolah sma argumentasi informasi rapi,0,"Terlantar nya siswa,dan SMP ??🤔<br>Harus nya, terlantar nya Siswa SMP dan SMA <br>Argumentasi penyampaian informasi,Masih kurang Rapi 🙏"
dgn picu rusuh arah lawan politik ganti wni asing profesional politik sungguh politik busuk bahaya rumput gulma negara cabut akar rezim jokowi hukum berat khianat bangsa politik licik,0,Dgn memicu kericuhan akan mengarah pada berkurangnya lawan politik DAN AKAN DIganti dgn WNI asing yg pro politik. SUNGGUH POLITIK YG SANGAT BUSUK DAN BERBAHAYA dan rumput gulma negara harus dicabut hingga akarnya <br>REZIM JOKOWI HARUS DIHUKUM BERAT karna jadi penghianat bangsa dgn politik liciknya.
bbm rakyat derita bbm maksud negara rugi gaji negara turun amp koruptor berantas akar,0,Percuma klu BBM naik tapi membuat rakyat menderita.klu memang kenaikan BBM itu dg maksud agar negara tdk rugi itu gaji para pembesar2 negara diturunkan &amp; para koruptor diberantas sampai akar2nya
blt diam blt habis teriak situ rakyat gerak rakyat indonesia merdeka merdeka turun jajah kapitalisme budak ekonomi,0,"Ya kalau sdh dikasih BLT, jg pada diem. Nanti kalau BLT nya habis, baru pada teriak LG. Disitu waktu nya rakyat bergerak. Rakyat Indonesia sudah merdeka harus tetap merdeka. Turunkan penjajah kapitalisme dan perbudakan ekonomi."
enak presiden jokowi rakyat sejahtera periode cebong amp jongos,0,enak ya punya presiden jokowi rakyat sejahtera lanjut 10 periode permintaan dari cebong &amp; jongos
demo reda sesuai prediksi hahahahaha,0,DEMOnya sudah reda ya.. sesuai prediksi.. hahahahaha...
gara gara bbm,0,Itu gara&quot; bbm naik
allah harga bbm liter ribu rakyat lapar cari makan susah allah,0,Gimna ni Y Allah Harga BBm perliter jdi12 ribu..Rakyak pada kelaparan..cari buat makan aja udah susah..Gimna ni Y Allah
kasihan anak anak mahasiswa anak anak sekolah beban derita tanggung orang tua makan sulit tolong jokowi bijaksana percaya rakyat pilih presiden indonesia,0,"Kasihan anak2 mahasiswa dan anak2 yg masih sekolah... Menambah lagi beban penderitaan yg di tanggung dari orng tua mereka.. dan untuk makan sehari - hari saja sdh sangat susah ,, tolong lah pak Jokowi kebijaksanaan bapak bagaimana selaku kepercayaan dari rakyat yg sdh memilih bapak sebagai presiden Indonesia 🙏 ."
diam jalan kaki demo nama gerak jalan acara an demo mesti koar adik keributanya lumrah orang ramai nama tuntut rakyat,0,"kalau diem aje sambil jalan kaki itu bukan demo namanya,, tu gerak jalan acara 17 an.. demo ya mesti koar&quot; ade keributanya itu dh lumrah org ramai looo..namanya tuntutan rakyat"
izin usaha sanggup gaji sesuai umk bbm gaji karyawan umk inibbm gaji karyawan umkklo buruhrakyat tertekanmerekalah menjeritmungkin usaha tutup bijak usaha tutup kelola negara gaji sesuai umk,0,"Jangan beri ijin berdiri jika perusahaan tidak sanggup gaji sesuai umk, jika bbm naik gaji karyawan umk tak masalah, ini<br>bbm naik tapi gaji karyawan masih banyak dibawah umk,<br>Klo begini terus buruh/rakyat kecil yg tertekan.Merekalah yg menjerit.<br>Mungkin banyak perusahaan yg akan tutup dengan kebijakan itu, tapi tak masalah nanti perusahaan yg tutup bisa dikelola negara yg bisa menggaji sesuai umk."
tolong perintah pura pura tuli dengar amp permintan rakyat rakyat jerit amp cekik beban ekonomi berat era jokowi,0,"Tolong pemerintah jangan pura2 tuli dengarkanlah keinginan &amp; permintan rakyat, skrg Rakyat sedang menjerit &amp; tercekik, beban ekonomi semakin berat di era jokowi."
pilih presiden jakarta presiden jakarta sejahtera rakyat presiden jakarta harga bbm,0,"jangan pilih presiden jakarta, presiden jakarta tidak bisa mensejahterakan rakyat, presiden jakarta menaikkan harga BBM"
bubar dprmprtk da habis duit anggaranrevolusirevolusi,0,BUBARKAN DPR....MPR..TK DA GUNANYA CUMA HABISIN DUIT ANGGARAN....!!!!!<br><br>REVOLUSI<br><br>REVOLUSI
cabut bbm,0,Cabut kenaikan BBM
bicara kberatan bbm suka perintah jokowi minggat indonesia ukraina biar santap rudal kake putinlemes,0,Tidak usah banyak bicara yang kberatan ke naikan bbm ato tidak suka kpemerintahan pak jokowi minggat saja dri indonesia ke ukraina aja tuh biar jdi santapan rudal kake putin🤣lemes klian smua 🤣
polisi demo tolak bbm enak gaji umrsodara ipar kake mantu mertua sulit kasihan isi bensin mahal pikir orang pikirin perut,0,Knp polisi gk ikut demo jg tolak bbm naik.. km enak gaji umr.<br>Sodara2 ipar kake mantu mertua km klo susah kasian isi bensin buat kmna2 mahal..pikirin orang lain jgn pikirin perut sendiri.
perintah rakyat main main sma rakyat perintah bakar ran hancur kota,0,Ini lah mau nya pemerintah sama rakyat nya Jagan main2 SMA rakyat nya pemerintah jika tetap begini akan ada bakar besar2 RAN nati hancur lah kotanya masing2
ribut ribut,0,Sudah apa jadi dong ribut ribut
demo damai demo anarkis etika sopan santun aspirasi sopan wibawa lihat publik,0,"demo it damai bukan demo yg  anarkis  dan tak ada etika sopan santun sama skli ,sampaikan aspirasi yg sopan dan wibawa agar elok di lihat oleh publik"
keluarga pilih jokowi keluarga partai usung pro rakyat tolong jokowi dengar suara rakyat henti anggar proyek cepat jakarta bandung harga bbm kecewa,0,"Saya dan keluarga saya tidak akan memilih Pak Jokowi dan keluarganya lagi bahkan Partai yang mengusungnya karena menurut saya sudah tidak Pro Rakyat lagi ☹️ <br>Tolong Pak Jokowi, dengarkan suara rakyatmu.. Lebih baik hentikan saja Anggaran Proyek Cepat Jakarta - Bandung daripada harus menaikkan Harga BBM. Kami sangat kecewa."
mahasiswa islam anarkis,0,Mahasiswa Islam koq anarkis
perintah bbm gratis aja udara bersihoksigen bayar,0,"Yaudah Buat Pemerintah BBM Di Gratisan Aja, Asalkan Udara Bersih+oksigen Harus Bayar"
juang bbm lihat,0,Hanya mereka berjuang untuk BBM tapi yang lain mampu lihat aja..🤦‍♂
harga bensin subsidi rang subsidi mangkas harga bensin pertalite perintah subsidi perintah alami bangkrut polusi udara lebar jalan gusur makan biaya miliar triliun subsidi bbm,0,"Ini masalahnya bukan harga bensin, tapi subsidi yang dikurangi. Subsidi sebenarnya adalah pemangkasan harga bensin yang sebenarnya 17.000 menjadi 10.000 untuk pertalite, jika pemerintah terus menerus memberikan subsidi, pemerintah bisa mengalami kebangkrutan, belum ditambah polusi udara, pelebaran jalan dan pergusuran yang bisa memakan biaya miliaran bahkan trilunan, yang awalnya dari subsidi bbm."
asik demo lndonisia aman damai,0,Sejak dulu hingga sekarang asyik demo memanjang gimana lndonisia hendak aman damai
orang awam suka demo harga bbm mahasiswa orang pintar pintar sekolah orang pintar memggunakan otot otak anarkis wakil rakyat rusa,0,"Saya orang awam saya suka demo apa lg masalah kenaikan harga bbm. Mahasiswa org pintar2 karena mereka sekolah apakah org yg pintar memggunakan otot bukan otak,,,, yg anarkis tidak mewakili rakyat sedikitpun tp malah membuat kerusakan."
projo kemarin teriak teriak mahasewa,0,Mana projo yg kemarin teriak2 mahasewa??
jajah perintah,0,dijajah pemerintah sndiri 😔😒
harga aneh pertalite ron subsidi harga ribu nona subsidi ron harga perintah ngaturquot harganyalalu anggar aman demo contoh aksi demo capai miliar bayang demo dimanaquot daerah biaya pengamanannyapemerintah suka duit pakai aman demo subsidi bbmdi alih bantu blt bantu rawan korupsi hitungquot ribu perharibe pintar kibulinmohon maaf puan harap rakyat pilih,0,"Menurutku harganya aneh pertalite ron 90 jika tidak di subsidi harganya 17rb, sedangkan pertamax non subsidi ron 92 harganya 14.500 dan pertamax juga pemerintah ikut ngatur&quot; harganya.<br>Lalu anggaran untuk pengamanan demo kan tidak sedikit contoh aja aksi demo 212 itu mencapai 76 miliar dan sekarang bayangkan demo di dimana&quot; dan berbagai daerah berapa tuh biaya pengamanannya<br>Pemerintah lebih suka duitnya di pakai untuk pengamanan demo daripada di gunakan untuk mensubsidi bbm<br>Di alihkan bantuan BLT? Bantuan seperti itu rawan sekali di korupsi dan itupun di hitung&quot; hanya 5rb perhari<br>Be smart ajalah jangan mau di kibulin<br>Mohon maaf ibu puan jangan harap rakyat memilih anda"
jok jokluh presiden susah rakyat bikin pimpin loh,0,"Jok jok,Luh jd presiden nyusahin rakyat trs dan bkin mslh trs kepemimpinan loh."
bbm uang biar bayar utang triliun xan milu pakai uang triulun xan rusuh bbm presiden omong kosong bukti demo rusuh tim sulit dikit sila jworg bantu selamat ajar rendah hati iman allah yehuwa bantu selamat,0,bbm naik utk apa? utk uang biaa bayar utang 7000triulum xan 2024 memilu pake uang brp triulun xan rusuh krn bbm naik tidak betul  presiden omong kosong.... bukti dah naik demo rusuh <br>2tim 3:1-5 makin kesukitan  waktu dikit maslah besar <br><br>klo maubtahu waktu dikit?? silahkan JWORG  Dibantu kita bisa selamat... pelajar bagaimana rendah hati iman allah Yehuwa bantu selamat????
bbm istana,0,Bbm naik ke istana
hancur perintah zalim,0,Hancurkan pemerintah dzolim ...
mahasiswa suram laku,0,Mahasiswa dengan masa depan suram kelakuannya jg begitu....
subsidi maju negara,0,Mau nya disupsidi terus gemana mau maju negara
salah bbm rakyat demo blt ambil,0,"Enta siapa yg salah, BBM naik rakyat demo,  waktu pembagian  BLT kok di ambil"
harga bbm harga ojek rp kilo meter,0,"HARGA BBM NAIK MAKA HARGA OJEK NAIK RP 20000 PER SATU KILO METER ,,"
harga bbm harga angkot harga taksi rp kilo meter hitung kilo meter,0,"HARGA BBM NAIK MAKA HARGA ANGKOT DAN HARGA TAKSI NAIK , RP 20000 PER SATU KILO METER ,, HITUNG KILO METER ,,"
demo sekolah,0,Demo ngga di rewes..percuma. ..sekolah tinggi😭😭😭😭😭
polisi kam demo,0,"polisi ya buat apa byk gitu,  g bsa mengaman kan pendemo"
negara maju kemarin kemarin bilang indonesia tinggal negara asean bbm rusuh,0,"Kata nya negara udh maju, kemarin2 dibilang udh jauh indo tinggalin negara asean yg lain...skrg gimana bbm naik rusuh juga jadian"
pimpin negara konoha hebatbisa bohong bohong tutup bohong hebat negara konoha rataquot tingkat cerdas geming warga,0,Pemimpin negera konoha jauh lebih hebat<br>Bisa buat kebohongan dan kebohongan lainnya hanya untuk menutup kebohongan yg 1 itu 😂😂<br>Memang hebat negara konoha itu di atas rata&quot; IQ hokagenya sampe gak bisa bergeming warganya 😂😂
hapus pensiun dewan wakil rakyat hapus pensiun asnhapus batal anggar itualihkan infrastruktur belanja barang,0,Hapus pensiun dpr! <br>Kalo perlu hapus pensiun  asn.<br>Hapus atau batalkan semua anggaran tak berguna itu!<br>Alihkan ke infrastruktur! <br>Atau buat blanja barang yg lebih berguna!
hati hati orang quotyg suka nasi bungkus sponsor demo awas aparat tinggal tunggu apes bukti tangis jeblos penjara hidup,0,"Hati,... Hati,  orang &quot;yg suka  memberi nasi bungkusi, sponsori demo, kalian  dalam pengawasan aparat tinggal tunggu waktu apes kalian, terbukti Jangan nangis bila dijebloskan kepenjara, sia, sia, dlm hidupmu. tahu."
hapus pensiun dpr beban apbn gara gara bbm rakyat sengsara anak sekolah ribu ongkos parah egois peduli rakyat kerja sulit bbm,0,Hapus kan pensiunan dpr <br>Membebani apbn <br>Gara bbm naek rakyat sllu sengsara biasa nya anak saya sekolah cukup 10 ribu sekrang gak cukup ongkos nya terlalu besar  makin parah egois ni yang atas nya gk ada peduli sma rakyat udah mah kerjaan susah nambah lagi bbm naek
mahasiswa ajar kampus paham paham kali kali apbn subsidi bbm lampau anggar apbn harga bbm sesuai dana apbn subsidi bbm jangkau hadeeeuuhhh mahasiswa oh mahasiswa,0,Wahai mahasiswa...  apa sih yang anda pelajari di kampus anda?  <br><br>Masa sich gak paham-paham sudah berkali-kali dijelaskan APBN untuk subsidi  BBM sudah hampir melampaui anggaran APBN sehingga harga BBM  harus  disesuaikan agar dana APBN untuk subsidi BBM bisa tetap terjangkau.  <br><br><br>Hadeeeuuhhh...  <br><br>Mahasiswa oh mahasiswa...
